生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_002054,感染性发热,gan_ran_xing_fa_re,感染性发热,acute_phase,湿热,湿热蕴结,身热不扬；恶寒；午后夜间热重；苔白腻；脉濡缓,咽红或喉核赤肿；高热；头身疼痛,三仁汤合清营汤,白豆蔻6g；水牛角30g；水牛角30g（先煎水牛角30g（先煎60分钟）；生地黄15g；连翘12g；黄连6g；藿香12g（后下）；苏叶9g（后下）；苍术12g；其余药味:薏苡仁15g杏仁9g草豆蔻9g（打碎）清半夏9g泽泻9g生甘草6g滑石18g通草6g竹叶6g厚朴6g玄参9g竹叶心3g麦冬9g金银花9g丹参6g,"+高热神昏：送服安宫牛黄丸或紫雪丹；+湿重于热,苔白厚腻：滑石18g（包煎）；+其他：通草6g；+热重于湿,口渴烦躁：增金银花15g；+其他：栀子9g；+大便秘结：生大黄6g（后下）",湿热蕴结,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_011-01-01,原始库直入；结构抽样复核
PROD_002055,感染性发热,gan_ran_xing_fa_re,感染性发热,common_phase,胃肠积热,[待补充],日晡潮热；腹胀拒按；大便秘结；舌质红；脉沉大,寒热往来；口苦咽干；胸胁苦满,大承气汤,生大黄12g（后下）；厚朴15g；枳实12g；芒硝9g（冲服）,"+热结兼气虚,腹满便秘、身倦少气：党参15g；+热结兼阴亏,便秘、口干唇燥：玄参15g；+其他：麦冬12g",[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_011-02-01,原始库直入；结构抽样复核
PROD_002056,感染性发热,gan_ran_xing_fa_re,感染性发热,common_phase,邪阻少阳,[待补充],寒热往来；口苦咽干；胸胁苦满；舌边红；脉弦数,日晡潮热；腹胀拒按；大便秘结,小柴胡汤,柴胡15g；黄芩9g；党参9g；清半夏9g；生姜9g；大枣12g（擘开）；生甘草6g,+胸胁苦满甚：枳壳9g；+其他：郁金12g；+咽痛：桔梗9g；+其他：牛蒡子12g；+咳嗽痰多：杏仁9g；+其他：浙贝母12g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_011-02-02,原始库直入；结构抽样复核
PROD_002057,感染性心内膜炎,gan_ran_xing_xin_mo_yan,待挂载中医二级病名,common_phase,[待标注],[待补充],,传染病公共卫生；外伤/破损,清营汤合犀角地黄汤,[待补充],"+其他：清营汤合犀角地黄汤加减。 心气虚者 , 加人参以补益心气。",[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ZXNK_fx_00166,需人工审核
PROD_002058,感染性心内膜炎,gan_ran_xing_xin_mo_yan,待挂载中医二级病名,common_phase,[待标注],[待补充],,传染病公共卫生；外伤/破损,白虎汤合五味消毒饮,[待补充],"+其他：白虎汤合五味消毒饮加减。 心气不足 , 心悸气促者 ,加人参补益心气；+其他：心血瘀阻 ,胸闷胸痛者 , 加丹参 、 桃仁 、 延胡索以行气活血止痛。",[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ZXNK_fx_00164,需人工审核
PROD_002059,感染性心内膜炎,gan_ran_xing_xin_mo_yan,待挂载中医二级病名,common_phase,[待标注],[待补充],,传染病公共卫生；外伤/破损,银翘散,[待补充],+其他：银翘散加减。,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ZXNK_fx_00162,需人工审核
PROD_002060,感染性心内膜炎,gan_ran_xing_xin_mo_yan,待挂载中医二级病名,common_phase,[待标注],[待补充],,传染病公共卫生；外伤/破损,青蒿鳖甲汤,[待补充],+其他：青蒿鳖甲汤加减。,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ZXNK_fx_00168,需人工审核
PROD_002061,感染性心内膜炎,gan_ran_xing_xin_mo_yan,待挂载中医二级病名,common_phase,[待标注],[待补充],感染性心内膜炎（infective endocarditis；IE） 是病原微生物感染引起的心脏内膜和心脏瓣膜的急性；亚急性炎症病变；多伴有赘生物形成；赘生物为大小不等；形状不一的血小板和纤维素团块；内含大量微生物和少量炎症细胞；心脏瓣膜最常受累；心脏间隔缺损部位；腱索或心壁内膜也可累及；临床特点是发热；心脏杂音；栓塞现象和血培养阳性等；因抗生素的应用；本病发病率有所下降；临床表现不 典型；但心血管各种创伤性操作；治疗措施及静脉药物滥用又成为发生本病的重要危险因素；感染性心内膜炎可归属于中医学中的“ 心瘅” 范畴；亦可参考“ 心悸” “胸痹”等病证辨治；【临床表现】,传染病公共卫生；外伤/破损,心内感染和局部扩散；感染还可扩散；赘生物碎片；血源性播散；持续的菌血症可使感染播散；温热邪毒煎；若温热毒邪煎；往往直至动脉瘤破裂出血时方；是诊断菌血症和感染性心内膜炎的最重要方；肺部多处小片,[待补充],,（一）病因及发病机制 1.亚急性 草绿色链球菌是最常见的病原体 ， 发病与以下因素有关： （1）血流动力学因素 亚急性者主要发生于器质性心脏病。 心脏瓣膜病最常见 ， 尤其是二尖瓣和主动脉瓣病变 ， 其次为先天性心血管病 ， 如室间隔缺损 、 动脉导管未闭 、 法洛四联征和主动脉缩窄。 血流动力学的异常可损伤内膜 ， 为赘生物的生长提供条件 ， 又可使循环中的微生物优先沉积于心内膜特定部位，引起发病。；2.急性 主要由金黄色葡萄球菌引起，发病机制尚不清楚，主要累及正常心脏瓣膜 ， 尤其是主动脉瓣。 与长期静脉治疗 、 免疫功能障碍 、 介入性检查和治疗有,感染/炎症反应；需结合严重度与红旗信号判断,ZXNK_disease_0025,需人工审核
PROD_002062,感染性心内膜炎 (Infective Endocarditis),gan_ran_xing_xin_nei_mo_yan_infective_endocarditis,感染性心内膜炎 (Infective Endocarditis),common_phase,气阴两虚，血脉瘀滞,瘀血阻滞,自汗或盗汗；低热乏力；五心烦热；舌紫暗或有瘀点瘀斑；脉细涩,,生脉散合补阳还五汤,人参9g；麦冬30g；五味子6g；当归15g；川芎12g；黄芪20g；桃仁6g；地龙6g；赤芍12g；红花6g,,瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_405-02-01,原始库直入；结构抽样复核
PROD_002063,感染性心内膜炎 (Infective Endocarditis),gan_ran_xing_xin_nei_mo_yan_infective_endocarditis,感染性心内膜炎 (Infective Endocarditis),acute_phase,热入心营,瘀血阻滞,发热不退；心悸胸闷；或出现瘀点瘀斑；舌红绛；脉细数,发热；胸闷心悸；咽痛；壮热烦渴；汗出热不解,清营汤合犀角地黄汤,水牛角20g；生地20g；元参15g；竹叶心9g；麦冬15g；丹参15g；黄连6g；银花6g；连翘6g；其余药味:赤芍15g丹皮12g水牛角30g芍药12g生地黄15g玄参9g金银花9g牡丹皮9g,+心气虚：白人参9g,瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_405-01-03,原始库直入；结构抽样复核
PROD_002064,感染性心内膜炎 (Infective Endocarditis),gan_ran_xing_xin_nei_mo_yan_infective_endocarditis,感染性心内膜炎 (Infective Endocarditis),acute_phase,热炽气分,[待补充],壮热烦渴；汗出热不解；胸闷胸痛；舌红；脉滑数或洪,发热；胸闷心悸；咽痛；发热不退；心悸胸闷,白虎汤合五味消毒饮,知母15g；生石膏20g；生甘草6g；粳米20g（包煎）；金银花6g；野菊花12g；蒲公英15g；紫背天葵10g；紫花地丁12g；天葵子15g,"+心气不足,心悸气促：人参9g；+心血瘀阻,胸闷胸痛：丹参15g；+其他：桃仁6g；+其他：延胡索15g",[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_405-01-02,原始库直入；结构抽样复核
PROD_002065,感染性心内膜炎 (Infective Endocarditis),gan_ran_xing_xin_nei_mo_yan_infective_endocarditis,感染性心内膜炎 (Infective Endocarditis),acute_phase,阴虚火旺,阴液亏虚/虚热内生,自汗盗汗；午后或夜间发热；心烦心悸；舌红少津；脉细数,发热；胸闷心悸；咽痛；壮热烦渴；汗出热不解,青蒿鳖甲汤,青蒿15g；知母15g；鳖甲15g；生地黄20g；丹皮12g,,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_405-01-04,原始库直入；结构抽样复核
PROD_002066,感染性心内膜炎 (Infective Endocarditis),gan_ran_xing_xin_nei_mo_yan_infective_endocarditis,感染性心内膜炎 (Infective Endocarditis),acute_phase,风热外袭,风热犯表/肺卫不宣,发热；胸闷心悸；咽痛；舌尖红；脉浮数,壮热烦渴；汗出热不解；胸闷胸痛；发热不退；心悸胸闷,银翘散,金银花9g；连翘6g；桔梗9g；薄荷6g；牛蒡子12g；竹叶9g；荆芥穗6g；淡豆豉9g；生甘草6g；鲜芦根15g,,风热犯表/肺卫不宣,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_405-01-01,原始库直入；结构抽样复核
PROD_002067,感音神经性聋**,gan_yin_shen_jing_xing_long,感音神经性聋**,common_phase,心肾阴虚,阴液亏虚/虚热内生,心悸盗汗；口干咽燥；虚烦失眠；舌象；脉象,失眠多梦；心悸不宁；并见 面色萎黄不华；腰膝 酸软；耳鸣耳聋,黄连阿胶汤合交泰丸,黄连9g；黄芩6g；阿胶9g；白芍12g；肉桂6g,,阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_220-01-03,原始库直入；结构抽样复核
PROD_002068,感音神经性聋**,gan_yin_shen_jing_xing_long,感音神经性聋**,chronic_phase,气血不和，瘀阻耳窍,瘀血阻滞,久病耳鸣耳聋；全身兼症不定；聋鸣程度无明显变化或缓慢加重；舌质暗或有瘀点；脉弦细或涩,并见腰痛或腰膝酸软；面色淡白；小便清长或有余沥,通窍活血汤(《医林改错》),桃仁10g；红花6g；川芎6g；赤芍10g；老葱1根；石菖蒲10g；天麻10g；羌活10g；丹参12g,,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_220-02-02,原始库直入；结构抽样复核
PROD_002069,感音神经性聋**,gan_yin_shen_jing_xing_long,感音神经性聋**,common_phase,气血虚弱，耳窍失养,营血不足,失眠多梦；心悸不宁；并见 面色萎黄不华；舌淡；脉细或弦细,腰膝 酸软；耳鸣耳聋；鸣声尖细；心悸盗汗；口干咽燥,归脾汤,白术12g；茯神20g；黄芪20g；龙眼肉12g；酸枣仁6g；党参12g；当归15g；远志9g；生姜6g；其余药味:大枣9g木香9g,+血虚：黄精12g；+其他：制首乌20g；+气滞：丹参12g；+其他：石菖蒲12g；+其他：磁石20g（包）,营血不足,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_220-01-01,原始库直入；结构抽样复核
PROD_002070,感音神经性聋**,gan_yin_shen_jing_xing_long,感音神经性聋**,common_phase,肝肾阴虚，耳窍失濡,阴液亏虚/虚热内生,腰膝 酸软；耳鸣耳聋；鸣声尖细；舌红；脉弦细或细数无力,失眠多梦；心悸不宁；并见 面色萎黄不华；心悸盗汗；口干咽燥,耳聋左慈丸,熟地黄20g；山药15g；山茱萸15g；茯苓15g；丹皮12g；泽泻10g；磁石6g；白芍20g；桑白皮12g；女贞子12g,+手足心热：知母12g；+其他：黄柏9g,阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_220-01-02,原始库直入；结构抽样复核
PROD_002071,感音神经性聋**,gan_yin_shen_jing_xing_long,感音神经性聋**,chronic_phase,肾阳亏虚，耳窍失煦,肾精亏虚,并见腰痛或腰膝酸软；面色淡白；小便清长或有余沥；舌淡胖；脉沉迟弱,久病耳鸣耳聋；全身兼症不定；聋鸣程度无明显变化或缓慢加重,补骨脂丸,补骨脂15g；菟丝子15g；胡桃12g；乳香9g；没药6g；沉香6g,"+纳差,大便溏,时结时溏：黄芪20g；+其他：白术12g；+其他：山药12g 茯苓15g",肾精不足，髓海失充，清窍失养,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_220-02-01,原始库直入；结构抽样复核
PROD_002072,慢性丙肝,chronic_hepatitis_c,胁痛,chronic_phase;active_phase,瘀血阻络,瘀血阻滞,胁肋刺痛；痛有定处；入夜甚；舌紫暗瘀斑,肝癌/急腹症未排,复元活血汤,柴胡（15g）；栝楼（9g）；红花（6g）；大黄（18g）；桃仁（15g）；穿山甲（6g）；当归（9g）；甘草（6g）,,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_c_blood_stasis_collateral,需人工审核
PROD_002073,慢性丙肝,chronic_hepatitis_c,胁痛,chronic_phase;recovery_phase,肝络失养,[待补充],胁肋隐痛；绵绵不休；劳累加重；口干咽燥；舌红少苔,湿热实证,一贯煎,北沙参（9g）；生地黄（18g）；袧杞子（9g）；川棵子（6g）；当归（9g）,,[待补充],需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_c_liver_yin_deficiency,需人工审核
PROD_002074,慢性丙肝,chronic_hepatitis_c,胁痛,acute_phase;active_phase,肝胆湿热,湿热蕴结,胁肋胀痛或灼痛；口苦口黏；恶心；纳呆；身目发黄；小便黄；苔黄腻,阴虚/血虚无湿热,龙胆泻肝汤,龙胆（6g）；黄芩（9g）；枙子酒（9g）；泽泻（12g）；木通（6g）；车前子（9g）；当归（3g）；生地黄（9g）；柴胡（6g）；甘草（6g）,,湿热蕴结,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_c_liver_gallbladder_damp_heat,需人工审核
PROD_002075,慢性丙肝,chronic_hepatitis_c,胁痛,active_phase;chronic_phase,肝郁气滞,肝失疏泄,胁肋胀痛；走窜不定；情志诱发；胸闷嗳气；脉弦,黄疸高热急腹症,柴胡疏肝散,陈皮（6g）；川笃（4.5g）；甘草（1.5g）；香附（4.5g）；柴胡（6g）,,肝失疏泄,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_c_liver_qi_stagnation,需人工审核
PROD_002076,慢性乙肝,chronic_hepatitis_b,胁痛,chronic_phase;active_phase,瘀血阻络,瘀血阻滞,胁肋刺痛；痛有定处；入夜甚；舌紫暗瘀斑,肝癌/急腹症未排,复元活血汤,柴胡（15g）；栝楼（9g）；红花（6g）；大黄（18g）；桃仁（15g）；穿山甲（6g）；当归（9g）；甘草（6g）,,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_b_blood_stasis_collateral,需人工审核
PROD_002077,慢性乙肝,chronic_hepatitis_b,胁痛,chronic_phase;recovery_phase,肝络失养,[待补充],胁肋隐痛；绵绵不休；劳累加重；口干咽燥；舌红少苔,湿热实证,一贯煎,北沙参（9g）；生地黄（18g）；袧杞子（9g）；川棵子（6g）；当归（9g）,,[待补充],需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_b_liver_yin_deficiency,需人工审核
PROD_002078,慢性乙肝,chronic_hepatitis_b,胁痛,acute_phase;active_phase,肝胆湿热,湿热蕴结,胁肋胀痛或灼痛；口苦口黏；恶心；纳呆；身目发黄；小便黄；苔黄腻,阴虚/血虚无湿热,龙胆泻肝汤,龙胆（6g）；黄芩（9g）；枙子酒（9g）；泽泻（12g）；木通（6g）；车前子（9g）；当归（3g）；生地黄（9g）；柴胡（6g）；甘草（6g）,,湿热蕴结,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_b_liver_gallbladder_damp_heat,需人工审核
PROD_002079,慢性乙肝,chronic_hepatitis_b,胁痛,active_phase;chronic_phase,肝郁气滞,肝失疏泄,胁肋胀痛；走窜不定；情志诱发；胸闷嗳气；脉弦,黄疸高热急腹症,柴胡疏肝散,陈皮（6g）；川笃（4.5g）；甘草（1.5g）；香附（4.5g）；柴胡（6g）,,肝失疏泄,需结合M1诊断、严重度和红旗信号判断,v11_chain_xietong_chronic_hepatitis_b_liver_qi_stagnation,需人工审核
PROD_002080,慢性前列腺炎,man_xing_qian_lie_xian_yan,慢性前列腺炎,chronic_phase,湿热蕴结,湿热蕴结；阴液亏虚/虚热内生,尿道灼热感；口干苦；大便干结；舌红少津；脉细数,尿末滴白清稀；小便频数；夜尿频多,程氏萆薢分清饮,萆薢15g；黄柏9g；车前子12g（包煎）；茯苓15g；白术12g；莲子心9g；连翘9g；丹皮9g；灯芯草6g；石韦12g,"+ 兼暑湿表证：滑石20g（包）；+其他：生甘草6g；+其他：薄荷6g（后下）；+湿热重者：龙胆草6g；+其他：败酱草15g；+其他：土茯苓15g 金钱草20g 虎杖9g；+有血精者：白茅根15g；+其他：茜草10g；+其他：小蓟12g 仙鹤草9g；+尿道灼热感,小便黄赤：穿心莲9g；+少腹、会阴及睾丸疼痛者：荔枝核10g；+其他：橘核9g；+其他：川楝子6g 延胡索9g",湿热蕴结；阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_609-01-01,原始库直入；结构抽样复核
PROD_002081,慢性前列腺炎,man_xing_qian_lie_xian_yan,慢性前列腺炎,common_phase,瘀阻精室,瘀血阻滞,痛引下腹；小便淋漓涩痛；疼痛为主；舌质暗或有瘀斑；苔白脉弦紧或弦涩,五心烦热；腰膝酸软；失眠多梦,少腹逐瘀汤,小茴香9g；干姜9g；延胡索10g；没药6g；川芎9g；官桂6g（后下）；赤芍12g；五灵脂9g（包煎）；生蒲黄12g（包煎）；其余药味:当归12g肉桂1.8g,+小便涩痛者：六一散（滑石20g；+其他：生甘草3g；+其他：淡竹叶15g；+小便滴白：萆薢12g；+其他：乌药10g；+其他：茯苓12g 薏苡仁20g；+TRUS 示钙化灶：三棱9g；+其他：莪术9g；+小便淋漓涩痛：王不留行10g；+会阴、睾丸胀痛：荔枝核15g；+其他：橘核9g；+其他：枳壳9g 青皮9g 陈皮10g 柴胡12g 生甘草6g,瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_609-02-01,原始库直入；结构抽样复核
PROD_002082,慢性前列腺炎,man_xing_qian_lie_xian_yan,慢性前列腺炎,chronic_phase,肾阳不足,[待补充],尿末滴白清稀；小便频数；夜尿频多；舌质淡胖有齿痕；脉沉细无力,尿道灼热感；口干苦；大便干结,济生肾气丸,熟地黄20g；山茱萸12g；淮山药15g；制附片9g（先煎）；肉桂6g（后下）；泽泻12g；茯苓15g；车前子12g（包煎）；牡丹皮9g；其余药味:牛膝12g桂枝3g,+肾阳虚甚者：鹿角胶6g；+其他：菟丝子15g；+其他：巴戟天10g；+尿滴白重者：芡实15g；+其他：桑螵蛸10g；+其他：莲子10g 萆薢15g；+若性欲减退及阳痿者：淫羊藿12g；+其他：蛇床子10g；+其他：锁阳10g 巴戟天12g 蜈蚣1条；+少腹及会阴疼痛者：制乳香9g；+其他：没药5g；+其他：延胡索9g 乌药6g 小茴香9g 青皮9g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_609-01-02,原始库直入；结构抽样复核
PROD_002083,慢性前列腺炎,man_xing_qian_lie_xian_yan,慢性前列腺炎,common_phase,肾阴不足,[待补充],五心烦热；腰膝酸软；失眠多梦；舌质红；脉细数,痛引下腹；小便淋漓涩痛；疼痛为主,知柏地黄丸,知母12g；黄柏9g；熟地黄20g；山茱萸12g；山药15g；茯苓15g；泽泻9g；牡丹皮9g,+尿黄灼热、茎中作痛：灯芯草3g；+其他：淡竹叶10g；+其他：生甘草6g；+失眠多梦：龙骨20g（包煎）；+其他：牡蛎12g（包煎）；+其他：远志10g 石菖蒲10g；+五心烦热：栀子10g；+其他：地骨皮12g；+腰膝酸软：续断10g；+其他：桑寄生10g；+其他：杜仲10g 狗脊12g；+遗精早泄：金樱子12g；+其他：芡实15g；+其他：莲子10g；+滴白重者：益智仁10g；+其他：乌药10g；+其他：萆薢15g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_609-02-02,原始库直入；结构抽样复核
PROD_002084,慢性化脓性中耳炎**,man_xing_hua_nong_xing_zhong_er_yan,慢性化脓性中耳炎**,common_phase,湿困耳窍,[待补充],或耳脓清稀如水；耳内流脓白黏；倦怠乏力；舌淡胖；脉缓弱,脓无臭或有臭；鼓膜潮红或暗红；耳内间歇性或持续流脓；耳内流脓；流脓不畅,托里消毒散化裁,生黄芪21g；白术12g；茯苓12g；当归12g；皂角刺15g；川芎9g,+脓多色白：苍术12g；+脓多色黄：黄连9g；+其他：车前子12g；+耳内息肉、堵塞感重：石菖蒲6g；+其他：路路通9g；+肉芽、息肉：僵蚕9g；+其他：浙贝6g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_212-01-02,原始库直入；结构抽样复核
PROD_002085,慢性化脓性中耳炎**,man_xing_hua_nong_xing_zhong_er_yan,慢性化脓性中耳炎**,common_phase,湿热蕴耳,湿热蕴结,脓无臭或有臭；鼓膜潮红或暗红；耳内间歇性或持续流脓；舌质红；脉濡数,或耳脓清稀如水；耳内流脓白黏；倦怠乏力；耳内流脓；流脓不畅,萆薢渗湿汤化裁,萆薢12g；薏苡仁21g；黄柏6g；茯苓15g；牡丹皮9g；泽泻12g,+苔黄脓多：蒲公英15g；+其他：夏枯草12g；+脓液黄稠、持续不尽：金银花15g；+其他：鱼腥草12g；+口苦：黄芩9g；+其他：黄连6g,湿热蕴结,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_212-01-01,原始库直入；结构抽样复核
PROD_002086,慢性化脓性中耳炎**,man_xing_hua_nong_xing_zhong_er_yan,慢性化脓性中耳炎**,common_phase,虚火炎耳,[待补充],耳内流脓；流脓不畅；神疲；舌淡红；脉细弱,脓无臭或有臭；鼓膜潮红或暗红；耳内间歇性或持续流脓；或耳脓清稀如水；耳内流脓白黏,知柏地黄汤化裁,知母9g；熟地21g；黄柏6g；山茱萸6g；山药12g；牡丹皮9g,+偏阳虚：肉桂9g；+其他：制附片6g（先煎半小时）；+耳内恶臭、或伴骨痛：地骨皮12g；+其他：白花蛇舌草15g；+瘀血：穿山甲3g（或猪蹄甲20g）；+其他：皂角刺9g；+其他：桃仁6g 红花6g 赤芍12g 乳香6g 没药6g 金银花12g 白芷9g 桔梗6g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_212-01-03,原始库直入；结构抽样复核
PROD_002087,慢性单纯性苔藓 (Lichen Simplex Chronicus),man_xing_dan_chun_xing_tai_xian_lichen_simplex_chronicus,慢性单纯性苔藓 (Lichen Simplex Chronicus),common_phase,肝郁化火,肝失疏泄,口苦咽干；皮疹色红；伴心烦易怒；舌边尖红；脉弦数,心悸怔忡；失眠健忘；皮损色淡或灰白；皮损呈暗红或淡褐色片状；粗糙肥厚,龙胆泻肝汤合丹栀逍遥散,龙胆草6g；柴胡12g；黄芩9g；栀子9g；生地15g（原20g常规9-15g）；车前子15g；泽泻12g,+瘙痒剧烈：僵蚕10g；+其他：乌梢蛇6g；+便秘明显：生大黄6g（后下）；+心烦失眠：合欢皮15g；+其他：珍珠母20g（先煎）；+其他：钩藤15g,肝失疏泄,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_068-01-01,原始库直入；结构抽样复核
PROD_002088,慢性单纯性苔藓 (Lichen Simplex Chronicus),man_xing_dan_chun_xing_tai_xian_lichen_simplex_chronicus,慢性单纯性苔藓 (Lichen Simplex Chronicus),common_phase,血虚风燥,营血不足,心悸怔忡；失眠健忘；皮损色淡或灰白；舌淡；脉沉细,口苦咽干；皮疹色红；伴心烦易怒；皮损呈暗红或淡褐色片状；粗糙肥厚,当归饮子,当归12g；火麻仁15g（原20g常规9-15g）；秦艽12g；白芍15g；生地15g,+失眠：酸枣仁9g；+其他：珍珠母20g；+若皮肤脱屑仍多：麦冬10g；+其他：黑芝麻15g,营血不足,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_068-01-02,原始库直入；结构抽样复核
PROD_002089,慢性单纯性苔藓 (Lichen Simplex Chronicus),man_xing_dan_chun_xing_tai_xian_lichen_simplex_chronicus,慢性单纯性苔藓 (Lichen Simplex Chronicus),common_phase,风湿蕴肤,风湿痹阻,皮损呈暗红或淡褐色片状；粗糙肥厚；剧痒时作；舌淡红；脉濡缓,口苦咽干；皮疹色红；伴心烦易怒；心悸怔忡；失眠健忘,消风散,荆芥9g；防风12g；生石膏20g（先煎）；知母12g；苦参9g；蝉蜕3g；苍术12g；木通6g；（原9g,+睡眠欠佳：夜交藤20g；+其他：磁石20g；+瘙痒剧烈：乌梢蛇6g；+其他：刺猬皮9g,风湿痹阻,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_068-01-03,原始库直入；结构抽样复核
PROD_002090,慢性咽炎**,man_xing_yan_yan,慢性咽炎**,common_phase,痰凝血瘀,瘀血阻络；瘀血阻滞,或咽微痛；咽干不欲饮；咽黏膜暗红；舌质暗红；脉弦滑,干咳痰少而稠；潮热盗汗；咽部干燥；咽黏膜淡红或微肿；口干而不欲饮或喜热饮,贝母瓜蒌散,浙贝母9g；瓜蒌15g；天花粉12g；茯苓15g；橘红12g；桔梗6g,"+祛瘀散结：赤芍12g；+其他：丹皮9g；+其他：桃仁6g；+咽部不适,咳嗽痰黏：杏仁9g；+其他：紫菀12g；+其他：蜜款冬花15g 清半夏9g；+咽部刺痛异物感胸胁胀闷：醋香附6g；+其他：麸炒枳壳12g；+其他：郁金9g 合欢皮12g",瘀血阻络；瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_254-01-04,原始库直入；结构抽样复核
PROD_002091,慢性咽炎**,man_xing_yan_yan,慢性咽炎**,common_phase,肺肾阴虚,阴液亏虚/虚热内生,干咳痰少而稠；潮热盗汗；咽部干燥；舌红少苔；脉细数,咽黏膜淡红或微肿；口干而不欲饮或喜热饮；咽燥微痛；形寒肢冷；微干微痛,养阴清肺汤,生地黄20g；玄参12g；麦冬9g；白芍12g；浙贝母9g；牡丹皮9g；薄荷6g,"+肾阴虚：伴手足心热,潮热汗出,：盐知母12g；+其他：盐黄柏9g；+其他：泽泻12g；+喉底颗粒增多：桔梗6g；+其他：香附6g；+其他：郁金9g 合欢花12g；+午后潮热：地骨皮12g；+夜寐欠安：百合12g；+咽干欲饮：石斛12g；+阴虚血热,痰中带血或咽部出血：旱莲草15g；+其他：女贞子12g；+声音嘶哑,开阖不利：玉蝴蝶6g；+其他：胖大海9g；+淋巴滤泡增生：香附9g；+其他：枳壳6g；+其他：郁金12g；+咽黏膜干燥、萎缩明显：丹参12g；+其他：当归15g；+其他：玉竹12g 桑白皮12g",阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_254-01-01,原始库直入；结构抽样复核
PROD_002092,慢性咽炎**,man_xing_yan_yan,慢性咽炎**,common_phase,脾气虚弱,气虚失固/推动无力,咽黏膜淡红或微肿；口干而不欲饮或喜热饮；咽燥微痛；舌质淡红；脉细弱,干咳痰少而稠；潮热盗汗；咽部干燥；形寒肢冷；微干微痛,补中益气汤,黄芪20g；炒白术12g；陈皮9g；升麻10g；柴胡9g；人参6g（另炖）,"+咽部脉络充血,咽黏膜肥厚：丹参9g；+其他：川芎12g；+其他：郁金9g；+痰黏：法半夏12g；+其他：香附6g；+其他：枳壳12g；+易恶心呃逆反酸：厚朴9g；+其他：佛手12g；+纳差,腹胀,便溏,苔腻：砂仁9g（后下）；+其他：藿香12g（后下）；+其他：茯苓15g 炒薏苡仁20g",气虚失固/推动无力,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_254-01-02,原始库直入；结构抽样复核
